,name,seed_protein,description,rmsd,aligned_residue,seed_protein_total_residues,sequence_id
17,1M9UA,2XXLA,Crystal Structure Of Earthworm Fibrinolytic Enzyme Component A From Eisenia Fetida,2.0,208,408,26.4
18,2OQ5A,2XXLA,"Crystal Structure Of Desc1, A New Member Of The Type Ii Transmembrane Serine Proteinases Family",2.2,207,408,31.9
19,2HLCA,2XXLA,Hl Collagenase Structure At 1.7a Resolution,2.2,206,408,29.6
20,2AIQA,2XXLA,Crystal Structure Of Benzamidine-Inhibited Protein C Activator From The Venom Of Copperhead Snake Agkistrodon Contortrix Contortrix,2.4,205,408,32.2
21,2QXIA,2XXLA,High Resolution Structure Of Human Kallikrein 7 In Complex With Suc-Ala-Ala-Pro-Phe-Chloromethylketone,2.1,205,408,32.2
22,2BZ6H,1VZQH,Orally Available Factor7a Inhibitor,1.6,234,250,35.9
23,2XW9A,1VZQH,Crystal Structure Of Complement Factor D Mutant S183a,1.7,221,250,29.9
24,1AZZA,1VZQH,Fiddler Crab Collagenase Complexed To Ecotin,1.7,219,250,32.4
25,4I8HA,1VZQH,Bovine Trypsin At 0.75 Resolution,1.3,219,250,38.8
26,1PQ7A,1VZQH,"Trypsin At 0.8 A, Ph5  BORAX",1.6,218,250,36.2
27,3H7TA,1VZQH,Crystal Structure Of Scabies Mite Inactivated Protease Paralogue S-D1 (Smipp-S-D1),2.0,218,250,24.3
28,4MNWA,1VZQH,Crystal Structure Of Urokinase-type Plasminogen Activator (upa) Complexed With Bicyclic Peptide Uk749,1.7,218,250,30.7
29,1DDJA,1VZQH,Crystal Structure Of Human Plasminogen Catalytic Domain,2.1,217,250,34.1
30,1EQ9A,1VZQH,Crystal Structure Of Fire Ant Chymotrypsin Complexed To Pmsf,1.4,216,250,33.3
31,4WVPE,1VZQH,Crystal Structure Of An Activity-based Probe Hne Complex,1.7,215,250,28.4
32,4A5TS,1VZQH,Structural Basis For The Conformational Modulation,1.9,211,250,34.6
33,3BEUA,1VZQH,Na+-Dependent Allostery Mediates Coagulation Factor Protease Active Site Selectivity,1.6,204,250,35.8
34,5HU6C,1VZQH,Structure Of The T. Brucei Haptoglobin-haemoglobin Receptor Bound To Human Haptolgobin-haemoglobin,1.6,201,250,33.3
35,3F1SB,1VZQH,Crystal Structure Of Protein Z Complexed With Protein Z- Dependent Inhibitor,2.3,200,250,21.5
36,4JCNA,5AVDA,"Structure Of Esp, Serine Protease From Staphylococcus Epidermidis",2.3,183,240,16.9
37,2XRCB,5AVDA,Human Complement Factor I,2.2,181,240,29.3
38,3WY8A,5AVDA,Crystal Structure Of Protease Anisep From Arthrobacter Nicotinovorans,2.9,181,240,14.4
39,4CR9A,1EAXA,Creating Novel F1 Inhibitors Through Fragment Based Lead Generation And Structure Aided Drug Design,1.2,225,241,40.4
40,1WCZA,1EAXA,Crystal Structure Of An Alkaline Form Of V8 Protease From Staphylococcus Aureus,2.3,188,241,14.4
41,1AGJA,1EAXA,Epidermolytic Toxin A From Staphylococcus Aureus,2.4,183,241,15.8
42,3GOVB,3TVJB,Crystal Structure Of The Catalytic Region Of Human Masp-1,1.2,222,242,36.9
43,2XWBF,4Z6AH,Crystal Structure Of Complement C3b In Complex With Factors B And D,2.3,205,249,22.4
44,1FIWA,1FIZA,Three-Dimensional Structure Of Beta-Acrosin From Ram Spermatozoa,0.9,260,263,81.5
45,1YM0A,2F91A,"Crystal Structure Of Earthworm Fibrinolytic Enzyme Component B: A Novel, Glycosylated Two-Chained Trypsin",1.5,231,237,42.0
46,1P3CA,3H7OA,Glutamyl Endopeptidase From Bacillus Intermedius,2.5,178,228,14.6
47,5HMAA,3H7OA,Crystal Structure Of Mamo Protease Domain From Magnetospirillum Magneticum (ni Bound Form),3.0,174,228,19.0
48,1ARBA,1M9UA,"The Primary Structure And Structural Characteristics Of Achromobacter Lyticus Protease I, A Lysine-Specific Serine Protease",3.0,181,241,16.6
49,3BN9A,2OQ5A,Crystal Structure Of Mt-Sp1 In Complex With Fab Inhibitor E2,1.1,227,232,48.5
50,3S9CA,2QXIA,"Russell's Viper Venom Serine Proteinase, Rvv-V In Complex With The Fragment (Residues 1533-1546) Of Human Factor V",1.6,214,224,34.1
51,3LGIB,2QXIA,Structure Of The Protease Domain Of Degs (Degs-Deltapdz) At 1.65 A,2.7,169,224,17.2
52,3UFAA,1AZZA,Crystal Structure Of The Staphylococcal Serine Protease Spla In Complex With A Specific Phosphonate Inhibitor,2.2,171,226,14.0
53,4K3JA,4JCNA,Crystal Structure Of Onartuzumab Fab In Complex With Met And Hgf-beta,2.2,181,216,12.2
54,4WJG2,4JCNA,Structure Of T. Brucei Haptoglobin-hemoglobin Receptor Binding To Human Haptoglobin-hemoglobin,2.1,179,216,12.8
55,4CBNA,4JCNA,Crystal Structure Of Complement Factor D Mutant R202a After Conventional Refinement,2.2,177,216,14.7
56,4IBLH,4JCNA,Rubidium Sites In Blood Coagulation Factor Viia,2.2,176,216,12.5
57,4M7GA,4JCNA,Streptomyces Erythraeus Trypsin,2.2,173,216,15.0
58,3WOKA,4JCNA,Crystal Structure Of The Dap Bii (space),2.5,172,216,20.9
59,4INKA,4JCNA,Crystal Structure Of Spld Protease From Staphylococcus Aureus At 1.56 A Resolution,1.4,171,216,31.6
60,4K8YA,4JCNA,Atomic Resolution Crystal Structures Of Kallikrein-related Peptidase 4 Complexed With Sunflower Trypsin Inhibitor (sfti-1),2.4,171,216,11.1
61,4KP0A,4JCNA,Crystal Structure Of The Human Chymase With Tjk002,2.2,164,216,18.3
62,4RI0A,4JCNA,"Serine Protease Htra3, Mutationally Inactivated",2.3,164,216,23.2
63,3CP7A,3WY8A,Crystal Structure Of A Thermostable Serine Protease Al20 From Extremophilic Microoganism,1.1,209,219,52.6
64,3K6YA,1P3CA,"Crystal Structure Of Rv3671c Protease From M. Tuberculosis, Active Form",2.2,167,215,20.4
65,1TE0A,1P3CA,"Structural Analysis Of Degs, A Stress Sensor Of The Bacterial Periplasm",2.7,166,215,13.9
66,1ZYOA,1P3CA,Crystal Structure Of The Serine Protease Domain Of Sesbania Mosaic Virus Polyprotein,2.9,165,215,19.4
67,2Z9IA,1P3CA,Crystal Structure Of Rv0983 From Mycobacterium Tuberculosis- Proteolytically Active Form,2.3,164,215,18.3
68,4FLNA,1P3CA,Crystal Structure Of Plant Protease Deg2,2.2,163,215,17.2
69,1L1JA,5HMAA,Crystal Structure Of The Protease Domain Of An Atp- Independent Heat Shock Protease Htra,2.1,176,191,25.6
70,2HALA,5HMAA,An Episulfide Cation (Thiiranium Ring) Trapped In The Active Site Of Hav 3c Proteinase Inactivated By Peptide-Based Ketone Inhibitors,2.8,170,191,15.3
71,2J92A,5HMAA,3c Protease From Type A10(61) Foot-And-Mouth Disease Virus- Crystal Packing Mutant (K51q),2.8,168,191,16.7
72,1LVMA,5HMAA,Catalytically Active Tobacco Etch Virus Protease Complexed With Product,3.1,162,191,16.0
73,2QA9E,5HMAA,Crystal Structure Of The Second Tetrahedral Intermediates Of Sgpb At Ph 4.2,2.7,160,191,14.4
74,5BPEA,5HMAA,Crystal Structure Of Ev71 3cpro In Complex With A Potent And Selective Inhibitor,2.7,159,191,17.0
75,2H5CA,5HMAA,0.82a Resolution Crystal Structure Of Alpha-Lytic Protease At Ph 5,2.4,156,191,14.1
76,2OUAA,5HMAA,Crystal Structure Of Nocardiopsis Protease (Napase),2.5,155,191,16.1
77,5HM2E,5HMAA,Crystal Structure Of The 3c Protease From South African Territories Type 2 Foot-and-mouth Disease Virus,2.6,151,191,15.2
78,4ZROA,5HMAA,2.1 A X-ray Structure Of Fipv-3clpro Bound To Covalent Inhibitor,2.9,149,191,16.1
79,2XYAA,5HMAA,Non-Covalent Inhibtors Of Rhinovirus 3c Protease,2.7,147,191,15.0
80,4XFQA,5HMAA,Crystal Structure Basis For Pedv 3c Like Protease,2.8,146,191,15.1
81,5EU8A,5HMAA,Structure Of Fipv Main Protease In Complex With Dual Inhibitors,2.7,144,191,16.7
82,4FLNC,4INKA,Crystal Structure Of Plant Protease Deg2,1.7,154,205,23.4
83,2W5EA,1ZYOA,Structural And Biochemical Analysis Of Human Pathogenic Astrovirus Serine Protease At 2.0 Angstrom Resolution,2.9,148,191,18.9
84,1LCYA,2HALA,Crystal Structure Of The Mitochondrial Serine Protease Htra2,3.3,167,212,10.8
85,1FY4A,2QA9E,Fusarium Oxysporum Trypsin At Atomic Resolution,2.9,148,185,20.3
86,5DGJA,5BPEA,"1.0a Resolution Structure Of Norovirus 3cl Protease In Complex An Oxadiazole-based, Cell Permeable Macrocyclic (20-mer) Inhibitor",2.9,146,180,11.6
87,4WMEA,5BPEA,Crystal Structure Of Catalytically Inactive Mers-cov 3cl Protease (c148a) In Spacegroup C2,2.7,138,180,9.4
88,1AZZB,2XYAA,Fiddler Crab Collagenase Complexed To Ecotin,2.6,142,182,13.4
89,1MBMA,2W5EA,Nsp4 Proteinase From Equine Arteritis Virus,2.4,133,163,17.3
90,3FANA,2W5EA,Crystal Structure Of Chymotrypsin-Like ProteasePROTEINASE (3clspNSP4) OF PORCINE REPRODUCTIVE AND RESPIRATORY Syndrome Virus (Prrsv),2.6,129,163,18.6
91,5EQQA,2W5EA,Crystal Structure Of Hcv Ns3/4a Wt Protease In Complex With 5172- Linear (mk-5172 Linear Analogue),2.5,126,163,11.9
92,5EPNA,2W5EA,Crystal Structure Of Hcv Ns3/4a Protease In Complex With 5172-mcp1p3 (mk-5172 P1-p3 Macrocyclic Analogue),2.5,125,163,12.8
93,5EPYA,2W5EA,Crystal Structure Of Hcv Ns3/4a Protease A156t Variant In Complex With 5172-mcp1p3 (mk-5172 P1-p3 Macrocyclic Analogue),2.5,125,163,12.0
94,4X2VB,5DGJA,Crystal Structure Of The Murine Norovirus Ns6 Protease (inactive C139a Mutant) With A C-terminal Extension To Include Residue P1 Prime Of Ns7,1.0,152,188,56.6
95,1CU1A,5EQQA,Crystal Structure Of An Enzyme Complex From Hepatitis C Virus,0.8,188,190,86.7
96,1WQSA,4X2VB,Crystal Structure Of Norovirus 3c-Like Protease,1.9,169,185,58.6
97,1LVBB,4X2VB,Catalytically Inactive Tobacco Etch Virus Protease Complexed With Substrate,3.0,143,185,14.0
98,2H5DA,1WQSA,"0.9a Resolution Crystal Structure Of Alpha-Lytic Protease Complexed With A Transition State Analogue, Meosuc-Ala-Ala- Pro-Val Boronic Acid",3.2,137,173,8.8
99,4ZROC,1WQSA,2.1 A X-ray Structure Of Fipv-3clpro Bound To Covalent Inhibitor,2.9,135,173,18.5
